"iso","GTAP_crop","GLU","HA","Irr_Rfd","CROSIT_ctry","CROSIT_crop"
"chn","Almonds","GLU137",5.33854112778065,"IRR","CHIN",NA
"bfa","Almonds","GLU142",4.39329805996473,"IRR","BURK",NA
"dza","Almonds","GLU144",1201.10528702709,"IRR","ALGE",NA
"lby","Almonds","GLU144",3689.42293233083,"IRR","LIBY",NA
"mar","Almonds","GLU144",178.806327316974,"IRR","MORO",NA
"tun","Almonds","GLU144",0,"IRR","TUNI",NA
"bfa","Almonds","GLU149",7.11458643039781,"IRR","BURK",NA
"bfa","Almonds","GLU160",76.3448517667225,"IRR","BURK",NA
"chl","Almonds","GLU169",4476,"IRR","CHIL",NA
"chl","Almonds","GLU180",1,"IRR","CHIL",NA
"aus","Almonds","GLU189",2565.21955757701,"IRR","ALIA",NA
"aus","Almonds","GLU193",158.879492600423,"IRR","ALIA",NA
"swz","Almonds","GLU198",16.3429211804258,"IRR","SWAZ",NA
"chl","Almonds","GLU200",19,"IRR","CHIL",NA
"aus","Almonds","GLU202",2707,"IRR","ALIA",NA
"arg","Almonds","GLU203",9.61567334981232,"IRR","ARGE",NA
"arg","Almonds","GLU205",1.96828915662651,"IRR","ARGE",NA
"arg","Almonds","GLU206",5.72908516558231,"IRR","ARGE",NA
"chl","Almonds","GLU207",1288,"IRR","CHIL",NA
"aus","Almonds","GLU208",2233.59689130514,"IRR","ALIA",NA
"arg","Almonds","GLU209",3.11193695136798,"IRR","ARGE",NA
"arg","Almonds","GLU210",4.17119565217391,"IRR","ARGE",NA
"arg","Almonds","GLU212",1.92208255139805,"IRR","ARGE",NA
"chl","Almonds","GLU212",0,"IRR","CHIL",NA
"arg","Almonds","GLU213",1.87249283667622,"IRR","ARGE",NA
"chl","Almonds","GLU213",0,"IRR","CHIL",NA
"usa","Almonds","GLU217",203684.396377892,"IRR","USA",NA
"mex","Almonds","GLU221",49.5716606764807,"IRR","MEXI",NA
"usa","Almonds","GLU221",2.99454583595553,"IRR","USA",NA
"can","Ans_bdn_fnnl","GLU002",0.000592121665420095,"IRR","CANA",NA
"rus","Ans_bdn_fnnl","GLU004",0.959718309859155,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU006",2.56082926829268,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU009",0.17423830250272,"IRR","RUSS",NA
"can","Ans_bdn_fnnl","GLU010",0.000446036451471234,"IRR","CANA",NA
"rus","Ans_bdn_fnnl","GLU014",0.191611703027228,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU017",4.29827474193316,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU018",78.8206925291711,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU020",1.79609601688209,"IRR","RUSS",NA
"dnk","Ans_bdn_fnnl","GLU021",4.30566596982991,"IRR","EU15",NA
"rus","Ans_bdn_fnnl","GLU022",0.710357928414317,"IRR","RUSS",NA
"can","Ans_bdn_fnnl","GLU023",112.275066772971,"IRR","CANA",NA
"rus","Ans_bdn_fnnl","GLU025",0.0832830820770519,"IRR","RUSS",NA
"nld","Ans_bdn_fnnl","GLU028",1.80444240897641,"IRR","EU15",NA
"ukr","Ans_bdn_fnnl","GLU030",0.0227629513343799,"IRR","OEEU",NA
"nld","Ans_bdn_fnnl","GLU032",32.818183218097,"IRR","EU15",NA
"rus","Ans_bdn_fnnl","GLU033",0.0115047718656033,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU035",0.00769822940723633,"IRR","RUSS",NA
"nld","Ans_bdn_fnnl","GLU036",1.88018545632016,"IRR","EU15",NA
"chn","Ans_bdn_fnnl","GLU037",53.7378947368421,"IRR","CHIN",NA
"rus","Ans_bdn_fnnl","GLU037",0.00633215005276792,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU038",0.180203009450932,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU039",0.10789747525812,"IRR","RUSS",NA
"ukr","Ans_bdn_fnnl","GLU039",32.6217126048062,"IRR","OEEU",NA
"chn","Ans_bdn_fnnl","GLU042",491.275213432994,"IRR","CHIN",NA
"rus","Ans_bdn_fnnl","GLU042",1.6099436186571,"IRR","RUSS",NA
"chn","Ans_bdn_fnnl","GLU043",1781.84619943695,"IRR","CHIN",NA
"rus","Ans_bdn_fnnl","GLU043",6.35128437882038,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU045",40.8201873955693,"IRR","RUSS",NA
"rus","Ans_bdn_fnnl","GLU047",19.1361539475418,"IRR","RUSS",NA
"ukr","Ans_bdn_fnnl","GLU047",37.1972486485297,"IRR","OEEU",NA
"rus","Ans_bdn_fnnl","GLU048",66.521231046442,"IRR","RUSS",NA
"ukr","Ans_bdn_fnnl","GLU049",2.6959038624401,"IRR","OEEU",NA
"irn","Ans_bdn_fnnl","GLU052",2874,"IRR","IRAN",NA
"rus","Ans_bdn_fnnl","GLU053",20.6076359452136,"IRR","RUSS",NA
"ukr","Ans_bdn_fnnl","GLU053",8.95621687729311,"IRR","OEEU",NA
"bgr","Ans_bdn_fnnl","GLU054",1226.71696045006,"IRR","EUN9",NA
"hun","Ans_bdn_fnnl","GLU054",329.104065951046,"IRR","EUN9",NA
"rom","Ans_bdn_fnnl","GLU054",561.783997463005,"IRR","EUN9",NA
"ukr","Ans_bdn_fnnl","GLU054",4.1344201116672,"IRR","OEEU",NA
"bgr","Ans_bdn_fnnl","GLU055",1230.99049085871,"IRR","EUN9",NA
"grc","Ans_bdn_fnnl","GLU055",268.999927348537,"IRR","EU15",NA
"rom","Ans_bdn_fnnl","GLU055",46.9227448686886,"IRR","EUN9",NA
"tur","Ans_bdn_fnnl","GLU055",250.529884723433,"IRR","TURK",NA
"chn","Ans_bdn_fnnl","GLU056",83,"IRR","CHIN",NA
"rus","Ans_bdn_fnnl","GLU056",10.835451147207,"IRR","RUSS",NA
"esp","Ans_bdn_fnnl","GLU060",5.80298965120736,"IRR","EU15",NA
"esp","Ans_bdn_fnnl","GLU061",1.33748055987558,"IRR","EU15",NA
"esp","Ans_bdn_fnnl","GLU063",6.29152542372881,"IRR","EU15",NA
"chn","Ans_bdn_fnnl","GLU066",1899.32698909836,"IRR","CHIN",NA
"esp","Ans_bdn_fnnl","GLU067",211.103830413217,"IRR","EU15",NA
"chn","Ans_bdn_fnnl","GLU068",152,"IRR","CHIN",NA
"tur","Ans_bdn_fnnl","GLU070",2201.40746848367,"IRR","TURK",NA
"esp","Ans_bdn_fnnl","GLU071",77.2310373332738,"IRR","EU15",NA
"irn","Ans_bdn_fnnl","GLU072",7160.81897521942,"IRR","IRAN",NA
"tur","Ans_bdn_fnnl","GLU072",273.796099561029,"IRR","TURK",NA
"esp","Ans_bdn_fnnl","GLU073",206.544454976303,"IRR","EU15",NA
"esp","Ans_bdn_fnnl","GLU074",151.298756338706,"IRR","EU15",NA
"egy","Ans_bdn_fnnl","GLU075",86,"IRR","EGYP",NA
"grc","Ans_bdn_fnnl","GLU075",0.0010752688172043,"IRR","EU15",NA
"isr","Ans_bdn_fnnl","GLU075",55,"IRR","ISRA",NA
"lbn","Ans_bdn_fnnl","GLU075",6,"IRR","LEBA",NA
"pse","Ans_bdn_fnnl","GLU075",35,"IRR",NA,NA
"syr","Ans_bdn_fnnl","GLU075",16896,"IRR","SYRI",NA
"tur","Ans_bdn_fnnl","GLU075",2903.03208079261,"IRR","TURK",NA
"rus","Ans_bdn_fnnl","GLU076",0,"IRR","RUSS",NA
"chn","Ans_bdn_fnnl","GLU077",920.461342222525,"IRR","CHIN",NA
"chn","Ans_bdn_fnnl","GLU078",277.217396256354,"IRR","CHIN",NA
"chn","Ans_bdn_fnnl","GLU079",387.881148252792,"IRR","CHIN",NA
"mar","Ans_bdn_fnnl","GLU080",1264.88197004157,"IRR","MORO",NA
"tun","Ans_bdn_fnnl","GLU080",8399.79310017107,"IRR","TUNI",NA
"esp","Ans_bdn_fnnl","GLU081",137.464756781281,"IRR","EU15",NA
"irn","Ans_bdn_fnnl","GLU082",6441,"IRR","IRAN",NA
"esp","Ans_bdn_fnnl","GLU083",122.554280294048,"IRR","EU15",NA
"irn","Ans_bdn_fnnl","GLU084",7547,"IRR","IRAN",NA
"syr","Ans_bdn_fnnl","GLU084",23824,"IRR","SYRI",NA
"tur","Ans_bdn_fnnl","GLU084",1289.48281611517,"IRR","TURK",NA
"chn","Ans_bdn_fnnl","GLU085",436.148796498906,"IRR","CHIN",NA
"mar","Ans_bdn_fnnl","GLU086",19513.4392101872,"IRR","MORO",NA
"egy","Ans_bdn_fnnl","GLU087",25030,"IRR","EGYP",NA
"eth","Ans_bdn_fnnl","GLU087",4.9496543124699,"IRR","ETHN",NA
"ken","Ans_bdn_fnnl","GLU087",1.24600753633591,"IRR","KENY",NA
"irn","Ans_bdn_fnnl","GLU088",2705,"IRR","IRAN",NA
"ind","Ans_bdn_fnnl","GLU089",1584.18039917962,"IRR","INDI",NA
"pak","Ans_bdn_fnnl","GLU089",8.99988440231551,"IRR","PAKI",NA
"irn","Ans_bdn_fnnl","GLU090",243,"IRR","IRAN",NA
"mex","Ans_bdn_fnnl","GLU091",14.0043107980233,"IRR","MEXI",NA
"isr","Ans_bdn_fnnl","GLU095",27,"IRR","ISRA",NA
"lbn","Ans_bdn_fnnl","GLU095",4,"IRR","LEBA",NA
"pse","Ans_bdn_fnnl","GLU095",22,"IRR",NA,NA
"syr","Ans_bdn_fnnl","GLU095",4960,"IRR","SYRI",NA
"mex","Ans_bdn_fnnl","GLU096",320.274639196031,"IRR","MEXI",NA
"afg","Ans_bdn_fnnl","GLU097",2,"IRR","AFGH",NA
"irn","Ans_bdn_fnnl","GLU097",21,"IRR","IRAN",NA
"syr","Ans_bdn_fnnl","GLU099",12908,"IRR","SYRI",NA
"tur","Ans_bdn_fnnl","GLU099",0.14265335235378,"IRR","TURK",NA
"eth","Ans_bdn_fnnl","GLU100",0.10660163734541,"IRR","ETHN",NA
"irn","Ans_bdn_fnnl","GLU102",50,"IRR","IRAN",NA
"irn","Ans_bdn_fnnl","GLU104",13,"IRR","IRAN",NA
"mex","Ans_bdn_fnnl","GLU105",87.8948779951638,"IRR","MEXI",NA
"chn","Ans_bdn_fnnl","GLU106",579.125183905524,"IRR","CHIN",NA
"ind","Ans_bdn_fnnl","GLU107",5122.6392813281,"IRR","INDI",NA
"chn","Ans_bdn_fnnl","GLU108",49.274651285119,"IRR","CHIN",NA
"vnm","Ans_bdn_fnnl","GLU108",13.6231226976481,"IRR","VIET",NA
"chn","Ans_bdn_fnnl","GLU109",32.3964555300295,"IRR","CHIN",NA
"vnm","Ans_bdn_fnnl","GLU109",467.701662205068,"IRR","VIET",NA
"chn","Ans_bdn_fnnl","GLU110",66.4490896830748,"IRR","CHIN",NA
"ind","Ans_bdn_fnnl","GLU110",9475.39441641305,"IRR","INDI",NA
"gtm","Ans_bdn_fnnl","GLU111",13.6557934760857,"IRR","GUAT",NA
"mex","Ans_bdn_fnnl","GLU111",105.82705566905,"IRR","MEXI",NA
"chn","Ans_bdn_fnnl","GLU112",13.4054129964969,"IRR","CHIN",NA
"vnm","Ans_bdn_fnnl","GLU112",0.450877592888078,"IRR","VIET",NA
"ind","Ans_bdn_fnnl","GLU113",260.333255585116,"IRR","INDI",NA
"mex","Ans_bdn_fnnl","GLU114",112.609730425121,"IRR","MEXI",NA
"mex","Ans_bdn_fnnl","GLU115",69.6876642042469,"IRR","MEXI",NA
"ind","Ans_bdn_fnnl","GLU116",0,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU117",797.869801481938,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU118",58.2472271369838,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU120",245.135989463286,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU122",912.6426980548,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU123",3257.05649576341,"IRR","INDI",NA
"chn","Ans_bdn_fnnl","GLU124",3.23903709754543,"IRR","CHIN",NA
"chn","Ans_bdn_fnnl","GLU125",43.0065906475573,"IRR","CHIN",NA
"vnm","Ans_bdn_fnnl","GLU125",549.770891761717,"IRR","VIET",NA
"vnm","Ans_bdn_fnnl","GLU126",483.799458761621,"IRR","VIET",NA
"chn","Ans_bdn_fnnl","GLU127",20.5538217402803,"IRR","CHIN",NA
"ind","Ans_bdn_fnnl","GLU128",370.079698993401,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU129",165.988365714812,"IRR","INDI",NA
"mex","Ans_bdn_fnnl","GLU130",37.5730515191546,"IRR","MEXI",NA
"mex","Ans_bdn_fnnl","GLU131",154.050072956333,"IRR","MEXI",NA
"mex","Ans_bdn_fnnl","GLU132",153.084417020781,"IRR","MEXI",NA
"gtm","Ans_bdn_fnnl","GLU133",0.488475836431227,"IRR","GUAT",NA
"mex","Ans_bdn_fnnl","GLU133",47.2774490919097,"IRR","MEXI",NA
"mex","Ans_bdn_fnnl","GLU134",114.578596147568,"IRR","MEXI",NA
"gtm","Ans_bdn_fnnl","GLU135",54.4816086424073,"IRR","GUAT",NA
"mex","Ans_bdn_fnnl","GLU135",2.70418958950487,"IRR","MEXI",NA
"mex","Ans_bdn_fnnl","GLU136",17.6819613751541,"IRR","MEXI",NA
"chn","Ans_bdn_fnnl","GLU137",19.3135335808302,"IRR","CHIN",NA
"ind","Ans_bdn_fnnl","GLU137",7.93081081081081,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU140",3970.44264005773,"IRR","INDI",NA
"egy","Ans_bdn_fnnl","GLU144",120,"IRR","EGYP",NA
"mar","Ans_bdn_fnnl","GLU144",30,"IRR","MORO",NA
"tun","Ans_bdn_fnnl","GLU144",30.8756036183092,"IRR","TUNI",NA
"ind","Ans_bdn_fnnl","GLU145",1052.06998422487,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU147",579.541104261572,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU153",1282.17928303271,"IRR","INDI",NA
"ind","Ans_bdn_fnnl","GLU155",739.174573558084,"IRR","INDI",NA
"ecu","Ans_bdn_fnnl","GLU156",2.19009584664537,"IRR","ECUA",NA
"ecu","Ans_bdn_fnnl","GLU157",7.33179656481333,"IRR","ECUA",NA
"eth","Ans_bdn_fnnl","GLU170",1.68225422333014,"IRR","ETHN",NA
"ken","Ans_bdn_fnnl","GLU170",1.12850455921136,"IRR","KENY",NA
"ken","Ans_bdn_fnnl","GLU171",8.45176606832658,"IRR","KENY",NA
"mwi","Ans_bdn_fnnl","GLU171",0.0579367425362105,"IRR","MALA",NA
"mdg","Ans_bdn_fnnl","GLU177",0.453047398313934,"IRR","MADA",NA
"eth","Ans_bdn_fnnl","GLU179",6.10232337113574,"IRR","ETHN",NA
"ken","Ans_bdn_fnnl","GLU179",1.44653667595172,"IRR","KENY",NA
"mwi","Ans_bdn_fnnl","GLU188",2.24842850818946,"IRR","MALA",NA
"zwe","Ans_bdn_fnnl","GLU188",21.7295131865758,"IRR","ZIMB",NA
"zwe","Ans_bdn_fnnl","GLU190",18.4636683541178,"IRR","ZIMB",NA
"zwe","Ans_bdn_fnnl","GLU197",0,"IRR","ZIMB",NA
"zwe","Ans_bdn_fnnl","GLU199",2.06447943696015,"IRR","ZIMB",NA
"arg","Ans_bdn_fnnl","GLU203",75.6146716535785,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU205",32.3248723766307,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU206",355.87441040792,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU209",2.66988455319913,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU210",97.9511177496475,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU212",48.618362960865,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU213",20.8488737383865,"IRR","ARGE",NA
"arg","Ans_bdn_fnnl","GLU215",1.65765765765766,"IRR","ARGE",NA
"mex","Ans_bdn_fnnl","GLU217",2.34029126213592,"IRR","MEXI",NA
"mex","Ans_bdn_fnnl","GLU221",18.6662020905923,"IRR","MEXI",NA
"can","Ans_bdn_fnnl","GLU223",0.0208251271600075,"IRR","CANA",NA
"mex","Ans_bdn_fnnl","GLU231",194.814707824364,"IRR","MEXI",NA
"ind","Ans_bdn_fnnl","GLU235",443.749871462802,"IRR","INDI",NA
"can","Apples","GLU002",1,"IRR","CANA","FRUI"
"rus","Apples","GLU004",0,"IRR","RUSS","FRUI"
"rus","Apples","GLU006",0,"IRR","RUSS","FRUI"
"can","Apples","GLU007",74,"IRR","CANA","FRUI"
"nor","Apples","GLU008",997,"IRR","NORW","FRUI"
"rus","Apples","GLU008",0,"IRR","RUSS","FRUI"
"rus","Apples","GLU009",0,"IRR","RUSS","FRUI"
"dnk","Apples","GLU012",0.390243902439024,"IRR","EU15","FRUI"
"nor","Apples","GLU012",35,"IRR","NORW","FRUI"
"swe","Apples","GLU012",0,"IRR","EU15","FRUI"
"fin","Apples","GLU013",0,"IRR","EU15","FRUI"
"rus","Apples","GLU013",0,"IRR","RUSS","FRUI"
"rus","Apples","GLU014",0,"IRR","RUSS","FRUI"
"can","Apples","GLU015",1,"IRR","CANA","FRUI"
"gbr","Apples","GLU016",15.6928104575163,"IRR","EU15","FRUI"
"blr","Apples","GLU017",0,"IRR","OEEU","FRUI"
"fin","Apples","GLU017",0,"IRR","EU15","FRUI"
"rus","Apples","GLU017",0,"IRR","RUSS","FRUI"
"kaz","Apples","GLU018",61,"IRR","CEAS","FRUI"
"rus","Apples","GLU018",0,"IRR","RUSS","FRUI"
"can","Apples","GLU019",2001,"IRR","CANA","FRUI"
"est","Apples","GLU020",12.5958203013932,"IRR","EUN9","FRUI"
"ltu","Apples","GLU020",0,"IRR","EUN9","FRUI"
"lva","Apples","GLU020",0,"IRR","EUN9","FRUI"
"rus","Apples","GLU020",0,"IRR","RUSS","FRUI"
"deu","Apples","GLU021",122.791220010209,"IRR","EU15","FRUI"
"dnk","Apples","GLU021",204.381031383935,"IRR","EU15","FRUI"
"pol","Apples","GLU021",0.86046511627907,"IRR","EUN9","FRUI"
"swe","Apples","GLU021",0,"IRR","EU15","FRUI"
"est","Apples","GLU022",17.400843268392,"IRR","EUN9","FRUI"
"lva","Apples","GLU022",0,"IRR","EUN9","FRUI"
"rus","Apples","GLU022",0,"IRR","RUSS","FRUI"
"can","Apples","GLU023",67,"IRR","CANA","FRUI"
"usa","Apples","GLU023",0.0682190285610333,"IRR","USA","FRUI"
"gbr","Apples","GLU024",41.3180661577608,"IRR","EU15","FRUI"
"irl","Apples","GLU024",33.0346820809249,"IRR","EU15","FRUI"
"blr","Apples","GLU025",0,"IRR","OEEU","FRUI"
"est","Apples","GLU025",0,"IRR","EUN9","FRUI"
"ltu","Apples","GLU025",0,"IRR","EUN9","FRUI"
"lva","Apples","GLU025",0,"IRR","EUN9","FRUI"
"rus","Apples","GLU025",0,"IRR","RUSS","FRUI"
"gbr","Apples","GLU026",1625.41581266399,"IRR","EU15","FRUI"
"can","Apples","GLU027",276,"IRR","CANA","FRUI"
"usa","Apples","GLU027",13,"IRR","USA","FRUI"
"deu","Apples","GLU028",425.405333219376,"IRR","EU15","FRUI"
"nld","Apples","GLU028",139.695986336465,"IRR","EU15","FRUI"
"cze","Apples","GLU029",26.8118190822053,"IRR","EUN9","FRUI"
"deu","Apples","GLU029",95.1522430236665,"IRR","EU15","FRUI"
"pol","Apples","GLU029",1442.74294489416,"IRR","EUN9","FRUI"
"blr","Apples","GLU030",0,"IRR","OEEU","FRUI"
"pol","Apples","GLU030",1655.81944524454,"IRR","EUN9","FRUI"
"svk","Apples","GLU030",4.85601265822785,"IRR","EUN9","FRUI"
"ukr","Apples","GLU030",0,"IRR","OEEU","FRUI"
"aut","Apples","GLU031",0,"IRR","EU15","FRUI"
"cze","Apples","GLU031",582.894134766967,"IRR","EUN9","FRUI"
"deu","Apples","GLU031",837.062709524749,"IRR","EU15","FRUI"
"pol","Apples","GLU031",5.19354838709677,"IRR","EUN9","FRUI"
"aut","Apples","GLU032",0,"IRR","EU15","FRUI"
"bel","Apples","GLU032",24.5719402985075,"IRR","EU15","FRUI"
"che","Apples","GLU032",467.635251444731,"IRR","SWIT","FRUI"
"deu","Apples","GLU032",674.695324914276,"IRR","EU15","FRUI"
"fra","Apples","GLU032",825.691143073429,"IRR","EU15","FRUI"
"lux","Apples","GLU032",0,"IRR","EU15","FRUI"
"nld","Apples","GLU032",2293.09899046551,"IRR","EU15","FRUI"
"ltu","Apples","GLU033",0,"IRR","EUN9","FRUI"
"pol","Apples","GLU033",456.181603303432,"IRR","EUN9","FRUI"
"rus","Apples","GLU033",0,"IRR","RUSS","FRUI"
"blr","Apples","GLU035",0,"IRR","OEEU","FRUI"
"ltu","Apples","GLU035",0,"IRR","EUN9","FRUI"
"lva","Apples","GLU035",0,"IRR","EUN9","FRUI"
"pol","Apples","GLU035",2.56628914057295,"IRR","EUN9","FRUI"
"rus","Apples","GLU035",0,"IRR","RUSS","FRUI"
"bel","Apples","GLU036",142.009137055838,"IRR","EU15","FRUI"
"fra","Apples","GLU036",815.610497237569,"IRR","EU15","FRUI"
"nld","Apples","GLU036",176.652016689847,"IRR","EU15","FRUI"
"chn","Apples","GLU037",86.5582843306814,"IRR","CHIN","FRUI"
"prk","Apples","GLU037",558.167392164622,"IRR","KDPR","FRUI"
"rus","Apples","GLU037",0,"IRR","RUSS","FRUI"
"kaz","Apples","GLU038",878.197358197358,"IRR","CEAS","FRUI"
"rus","Apples","GLU038",0,"IRR","RUSS","FRUI"
"blr","Apples","GLU039",0,"IRR","OEEU","FRUI"
"rus","Apples","GLU039",0,"IRR","RUSS","FRUI"
"ukr","Apples","GLU039",0,"IRR","OEEU","FRUI"
"can","Apples","GLU040",78,"IRR","CANA","FRUI"
"bel","Apples","GLU041",0,"IRR","EU15","FRUI"
"esp","Apples","GLU041",0,"IRR","EU15","FRUI"
"fra","Apples","GLU041",10295.0430079271,"IRR","EU15","FRUI"
"chn","Apples","GLU042",5804.49297682352,"IRR","CHIN","FRUI"
"kaz","Apples","GLU042",776,"IRR","CEAS","FRUI"
"rus","Apples","GLU042",0,"IRR","RUSS","FRUI"
"chn","Apples","GLU043",6992.00077913711,"IRR","CHIN","FRUI"
"rus","Apples","GLU043",0.457856909506697,"IRR","RUSS","FRUI"
"fra","Apples","GLU044",10520.6565517241,"IRR","EU15","FRUI"
"aze","Apples","GLU045",12,"IRR","CEAS","FRUI"
"geo","Apples","GLU045",0,"IRR","OEEU","FRUI"
"kaz","Apples","GLU045",460,"IRR","CEAS","FRUI"
"rus","Apples","GLU045",0.553987086103248,"IRR","RUSS","FRUI"
"bel","Apples","GLU046",0,"IRR","EU15","FRUI"
"fra","Apples","GLU046",7832.00873772592,"IRR","EU15","FRUI"
"geo","Apples","GLU047",0,"IRR","OEEU","FRUI"
"mda","Apples","GLU047",52.5300644237652,"IRR","OEEU","FRUI"
"rus","Apples","GLU047",0,"IRR","RUSS","FRUI"
"ukr","Apples","GLU047",0,"IRR","OEEU","FRUI"
"rus","Apples","GLU048",0,"IRR","RUSS","FRUI"
"mda","Apples","GLU049",2754.59115987223,"IRR","OEEU","FRUI"
"pol","Apples","GLU049",0.428571428571429,"IRR","EUN9","FRUI"
"ukr","Apples","GLU049",3.4932882869295,"IRR","OEEU","FRUI"
"ita","Apples","GLU050",6359.48041997035,"IRR","EU15","FRUI"
"smr","Apples","GLU050",0,"IRR",NA,"FRUI"
"jpn","Apples","GLU051",10000.2713646395,"IRR","JAPA","FRUI"
"irn","Apples","GLU052",15387,"IRR","IRAN","FRUI"
"tkm","Apples","GLU052",6156.85356684394,"IRR","CEAS","FRUI"
"uzb","Apples","GLU052",3363,"IRR","CEAS","FRUI"
"rus","Apples","GLU053",0,"IRR","RUSS","FRUI"
"ukr","Apples","GLU053",0,"IRR","OEEU","FRUI"
"alb","Apples","GLU054",12,"IRR","OEEU","FRUI"
"aut","Apples","GLU054",2244.91792093629,"IRR","EU15","FRUI"
"bgr","Apples","GLU054",116.862170087977,"IRR","EUN9","FRUI"
"bih","Apples","GLU054",1.22998208242086,"IRR","OEEU","FRUI"
"che","Apples","GLU054",1.1875,"IRR","SWIT","FRUI"
"cze","Apples","GLU054",612.375886524823,"IRR","EUN9","FRUI"
"deu","Apples","GLU054",243.237089657852,"IRR","EU15","FRUI"
"hrv","Apples","GLU054",34.4038968481375,"IRR","OEEU","FRUI"
"hun","Apples","GLU054",2225.38830891998,"IRR","EUN9","FRUI"
"ita","Apples","GLU054",0,"IRR","EU15","FRUI"
"mda","Apples","GLU054",1746.32006366373,"IRR","OEEU","FRUI"
"pol","Apples","GLU054",3.34117647058824,"IRR","EUN9","FRUI"
"rom","Apples","GLU054",1295.03735007965,"IRR","EUN9","FRUI"
"scg","Apples","GLU054",415.490158761508,"IRR","OEEU","FRUI"
"svk","Apples","GLU054",420.452250489237,"IRR","EUN9","FRUI"
"svn","Apples","GLU054",1355.60975609756,"IRR","EUN9","FRUI"
"ukr","Apples","GLU054",0,"IRR","OEEU","FRUI"
"alb","Apples","GLU055",2177.35216129525,"IRR","OEEU","FRUI"
"bgr","Apples","GLU055",124.107709962371,"IRR","EUN9","FRUI"
"bih","Apples","GLU055",0,"IRR","OEEU","FRUI"
"grc","Apples","GLU055",3761.13738450346,"IRR","EU15","FRUI"
"hrv","Apples","GLU055",22.470016830969,"IRR","OEEU","FRUI"
"ita","Apples","GLU055",163.511302918208,"IRR","EU15","FRUI"
"mkd","Apples","GLU055",1945.93630148408,"IRR","OEEU","FRUI"
"rom","Apples","GLU055",82.7322371579453,"IRR","EUN9","FRUI"
"scg","Apples","GLU055",79.5892525102268,"IRR","OEEU","FRUI"
"svn","Apples","GLU055",127.356596558317,"IRR","EUN9","FRUI"
"tur","Apples","GLU055",855.58510883905,"IRR","TURK","FRUI"
"chn","Apples","GLU056",95.9095443964084,"IRR","CHIN","FRUI"
"kaz","Apples","GLU056",5173.07408301158,"IRR","CEAS","FRUI"
"rus","Apples","GLU056",0,"IRR","RUSS","FRUI"
"aut","Apples","GLU057",0.5,"IRR","EU15","FRUI"
"che","Apples","GLU057",14.5,"IRR","SWIT","FRUI"
"fra","Apples","GLU057",0,"IRR","EU15","FRUI"
"ita","Apples","GLU057",12531.4196357701,"IRR","EU15","FRUI"
"kaz","Apples","GLU058",203,"IRR","CEAS","FRUI"
"kgz","Apples","GLU058",599.803921568627,"IRR","CEAS","FRUI"
"tjk","Apples","GLU058",16916.2327817817,"IRR","CEAS","FRUI"
"tkm","Apples","GLU058",1729.49484772155,"IRR","CEAS","FRUI"
"uzb","Apples","GLU058",41733.1528559647,"IRR","CEAS","FRUI"
"ita","Apples","GLU059",3934.55966523542,"IRR","EU15","FRUI"
"esp","Apples","GLU060",240.404206023882,"IRR","EU15","FRUI"
"fra","Apples","GLU060",4.45454545454545,"IRR","EU15","FRUI"
"prt","Apples","GLU060",855.028471479934,"IRR","EU15","FRUI"
"esp","Apples","GLU061",48.1574975173784,"IRR","EU15","FRUI"
"fra","Apples","GLU061",866.448826689285,"IRR","EU15","FRUI"
"ita","Apples","GLU061",0.64,"IRR","EU15","FRUI"
"che","Apples","GLU062",97.2365499573014,"IRR","SWIT","FRUI"
"fra","Apples","GLU062",3914.9755721831,"IRR","EU15","FRUI"
"ita","Apples","GLU062",0,"IRR","EU15","FRUI"
"esp","Apples","GLU063",158.27091592442,"IRR","EU15","FRUI"
"fra","Apples","GLU063",34.2639902676399,"IRR","EU15","FRUI"
"ita","Apples","GLU063",1961.98257184594,"IRR","EU15","FRUI"
"esp","Apples","GLU064",1.32631578947368,"IRR","EU15","FRUI"
