# File: FAO_For_Exp_USD_FORESTAT.csv
# Title: FAO historical forests export value
# PriceUnits: Export Value in Thousand Nominal US$
# Source: FAOSTAT (domain:FO FAO.udpate:2021-03-01)
# Date of last update: 2021-04-14
# Column types: cicicippppppppppppppppppppppppppppppppppppppppppppppppppppppppppp
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guinea-Bissau,175,Roundwood,1861,Export Value (1000 US$),5922,179,167,186,43,27,,,,,,,,,,,,,,,,,,,,,275,831,677,558,1237,2303,1720,880,1064,4309,4720,1682,1920,512,898,898,898,686,823,823,823,823,1827,1712,3977,4295,6187,0,49928,17621,160,191,7622,8233
Guyana,91,Roundwood,1861,Export Value (1000 US$),5922,735,551,617,371,741,428,725,752,632,607,595,733,936,1069,3704,3784,3168,2052,2818,2533,2885,2785,2785,1359,1758,2653,5163,1095,1131,238,1403,954,489,3232,2194,2823,8584,6000,3056,3409,3567,4578,5697,7797,13581,23994,23749,18082,11786,19002,15352,15475,12937,24813,64708,36848,40682,41035,24578
Haiti,93,Roundwood,1861,Export Value (1000 US$),5922,,,69,70,120,63,63,72,81,81,81,81,81,,,,,,,,,,,,,,0,,,,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
Holy See,94,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Honduras,95,Roundwood,1861,Export Value (1000 US$),5922,2035,1700,1529,1714,1384,976,725,944,1043,712,637,708,1207,1133,1470,2261,2678,2882,2353,4414,2774,2454,632,710,302,352,1683,3834,12834,2483,1483,14593,13173,12541,13239,19856,15251,9589,7490,7490,4000,4014,4004,680,1151,188,437,596,508,871,337,732,1994,2605,1756,3229,4238,3584,6669
Hungary,97,Roundwood,1861,Export Value (1000 US$),5922,175,875,1473,1303,1337,1567,2087,2701,4185,7148,6085,7675,12127,16160,26471,19227,27324,26456,35169,34198,33938,38792,31188,37968,40439,54794,62585,63985,63541,62584,64243,81107,50575,38167,37274,38462,42286,61927,63007,59545,56488,58474,73722,73213,71291,68467,86717,98583,63635,81816,94357,86112,92213,87723,63570,63630,62626,64660,64660
Iceland,99,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,678,,0,21,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,9,9,9,95,0,0
India,100,Roundwood,1861,Export Value (1000 US$),5922,6953,6802,5618,4647,3498,5070,5150,5761,8902,7728,9220,9220,22051,10733,14827,16793,13405,13405,14412,14412,3549,2121,2121,2121,324,336,1188,5109,2718,5684,4883,495,663,973,1005,1935,1810,131,131,539,331,1111,3271,1633,3235,5358,2141,3093,1877,1953,2602,2757,2235,4723,4766,20207,70037,54202,56032
Indonesia,101,Roundwood,1861,Export Value (1000 US$),5922,1806,1312,1743,1678,2618,3885,7751,15615,29347,86341,163960,230635,562419,703658,439948,841452,925409,936416,1579478,1559308,623553,336521,315439,172025,8933,8844,10738,15753,11824,7255,13459,16969,8537,8980,6000,3884,5023,39550,68432,376722,387154,79968,26196,20333,19632,15608,13713,9624,7533,8007,18130,17189,12489,26165,15370,24315,31846,28032,18975
Iran (Islamic Republic of),102,Roundwood,1861,Export Value (1000 US$),5922,764,558,558,860,1686,1686,1141,2026,1932,1367,152,149,50,0,24,27,27,,,,,,,,,,0,,,,4,,11,27,27,10,10,0,0,0,0,0,23,23,23,23,23,23,23,155,155,3636,211,65,51,59,15,1,5
Iraq,103,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,14,14,0,0,0,0,0
Ireland,104,Roundwood,1861,Export Value (1000 US$),5922,142,109,65,110,48,10,0,,19,43,53,47,76,64,210,1066,1598,2124,2619,3597,5724,6678,4029,3080,2905,3181,3610,10583,10078,5639,11868,27181,12052,14539,15524,9604,8994,8774,8252,8348,8377,7641,11303,14067,13181,13689,25271,22172,20577,49217,53135,29875,51517,38775,29106,39813,9056,12615,12615
Israel,105,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0,0,0,0,0,0,5,48,81,152,14,1,0,0,103,204,51,53,71,71,12,0,0,0,0,0
Italy,106,Roundwood,1861,Export Value (1000 US$),5922,186,151,196,355,450,570,755,753,770,734,384,403,631,1098,1561,846,1030,2332,2002,1154,1336,1792,1072,1038,837,1863,1315,5347,4706,4696,5423,5163,3922,2617,1968,2409,4736,2229,2918,3349,2914,2371,5448,7333,6819,7051,8204,10952,8310,12797,19409,26696,29137,31658,29558,27073,26298,24447,52711
Jamaica,109,Roundwood,1861,Export Value (1000 US$),5922,5,10,5,2,1,,,,,,,,,,,,,,,,,,,,,,0,,,,5,6,5,0,3,2,28,0,33,2,0,0,0,0,0,12,0,0,14,7,2,16,1,20,35,15,18,11,30
Japan,110,Roundwood,1861,Export Value (1000 US$),5922,1197,993,846,804,1114,2099,2117,2831,2267,1916,1972,1324,1718,2150,3801,3182,4546,7770,6605,4720,6457,6088,9413,8468,7242,7930,11172,5887,661,5727,5792,5033,2311,2427,1511,3025,1161,456,561,758,531,717,1233,1359,3482,3674,3428,6983,5842,9946,17152,17474,32287,65282,77887,78006,122092,134169,135348
Jordan,112,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,0,0,0,0,0,0,0,0,0,0,118,118,118,118,154,154,39,46,46,41,81,7,12,43,83,5
Kazakhstan,108,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,3996,42,46,522,187,187,29470,30291,30291,164,0,74,74,0,0,2,0,5,5,0,0,0,0,0,0,9303,9117
Kenya,114,Roundwood,1861,Export Value (1000 US$),5922,149,121,87,109,181,303,288,250,117,127,128,130,32,108,221,22,536,536,506,439,1060,521,1073,579,,0,0,,,197,,,41,22,34,0,5,0,0,0,0,147,409,381,381,114,584,751,751,463,2417,917,20413,7224,443,475,486,7994,3255
Kiribati,83,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Kuwait,118,Roundwood,1861,Export Value (1000 US$),5922,,,,,,68,88,90,67,118,45,43,62,81,81,81,91,63,180,292,292,576,269,269,269,269,269,269,269,121,121,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,523,167,379,379,151,33,91,57,35,0
Kyrgyzstan,113,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,1,1,54,54,1,2,1,18,46,60,220,181,341,341,363,11,11,11,3,0,0,0,4,21,19,19
Lao Peoples Democratic Republic,120,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,63,27,50,100,150,200,214,6936,7790,8200,4500,3100,3319,4028,4121,9989,885,3199,5748,3465,3003,10834,11919,67410,42799,46309,14612,12179,9601,68666,53046,17283,31431,36614,35254,34162,71424,76432,52514,110251,275892,251103,450136,959517,489135,190720,156467,135549,103183
Latvia,119,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21390,30276,63786,137035,112192,92318,133874,110181,121881,107449,123681,141771,195746,195287,171432,351786,286826,182709,327796,368537,267934,274561,284194,187691,182930,198877,209177,209177
Lebanon,121,Roundwood,1861,Export Value (1000 US$),5922,33,62,50,49,63,130,55,54,,,,7,7,7,7,7,,,,,,,,,,,0,,,,,3,0,0,0,339,0,0,0,0,0,0,0,32,32,32,32,32,32,589,239,198,61,183,143,21,59,5,0
Lesotho,122,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,2,3,3,4,5,7,32,0
Liberia,123,Roundwood,1861,Export Value (1000 US$),5922,374,93,476,400,316,559,551,1460,6927,6927,9900,11000,16605,17582,14300,32412,25890,47271,58000,84000,46213,37101,28022,22568,33369,48973,34587,87774,70436,144252,49264,68572,21600,4000,8000,15300,7525,12288,23418,212500,225000,325000,175000,82000,70000,48000,40002,693,1061,3338,22964,56770,53664,36917,45205,33746,36155,51429,20952
Libya,124,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,0
Liechtenstein,125,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,721,721,721,676,464,534,0,0,0,0,0,0,0,0
Lithuania,126,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12366,10374,21311,53509,23194,21863,28303,32844,40464,42068,47283,55579,56384,60286,59134,153586,111711,50808,103654,179967,123437,183641,180956,114264,116462,137581,208817,174979
Luxembourg,256,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11371,8975,7368,12389,16824,18082,22020,29962,27395,24984,33736,46756,36379,32070,34460,34460,32246,34796,33748,33748
Madagascar,129,Roundwood,1861,Export Value (1000 US$),5922,10,13,37,104,3,25,25,82,100,149,159,68,179,548,91,161,161,161,137,138,139,104,104,86,46,264,534,286,140,138,1572,367,91,144,443,494,483,6808,7637,5577,4680,3126,3126,2575,2575,1712,865,3694,14137,378,265,6958,707,11966,136,38,54,154,175
Malawi,130,Roundwood,1861,Export Value (1000 US$),5922,,,,,21,,20,35,30,43,56,35,40,40,430,319,319,20,50,,,,,,,,0,,,29,,83,,23,42,42,42,42,28,28,28,28,35,15,15,16,1034,2178,558,795,488,488,189,1005,873,24,12,0,80
Malaysia,131,Roundwood,1861,Export Value (1000 US$),5922,39555,47262,60125,67156,86458,125636,155539,180535,197852,211018,210208,234178,397159,434086,281532,574517,623258,719994,1380585,1205667,1060512,1449113,1411801,866176,1120399,1114581,1683272,1533521,1609406,1507091,1507391,1526938,1155107,992623,923925,915522,850609,487865,715633,686445,414042,486839,530224,554461,664671,459224,461369,609983,578009,668050,640264,547590,581836,633576,518026,379953,332768,242741,193879
Maldives,132,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,0,64,0
Mali,133,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,567,627,858,858,858,858,2089,313,313,323,110,53,280,192,497,224,814,4015,5807,5118,31585,37032,56676
Malta,134,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,50,,0,0,259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,11,11,0,0,0
Marshall Islands,127,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Martinique,135,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,136,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,100,100,100,100,100,100,100,100,100,100,158,103,103,103,103,103,103,103,103,103,103,103,0,0,0,6,6
Mauritius,137,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,0,0,0,0,32,0,0,0,0,0,46,46,46,46,120,50,30,43,45,36,19,44,83,35,19,54
Mexico,138,Roundwood,1861,Export Value (1000 US$),5922,84,76,7,19,8,,,5,10,,,,,,46,103,15,100,370,250,291,251,87,88,33,33,33,33,33,1147,699,711,1182,1296,2749,1058,736,693,1300,969,1806,4468,2927,2599,2964,3482,4749,4767,4025,5315,12939,21151,17612,19072,18135,10956,11429,22866,12150
Micronesia (Federated States of),145,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Mongolia,141,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,210,770,2486,603,261,134,134,183,39,39,39,39,39,39,39,39,65,65,65,27,23,23,202,3,3,0,0,0
Montenegro,273,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2850,3326,1585,1585,3946,3534,4733,5745,5745,6171,426,133,133
Montserrat,142,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Morocco,143,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,127,154,45,12,77,77,72,43,109,0,0,79,61,52,52,101,346,323,323,323,1000,356,356,515,84,79,150,60,173
Mozambique,144,Roundwood,1861,Export Value (1000 US$),5922,85,46,31,151,170,112,114,140,163,135,293,388,505,301,764,764,937,894,1825,3286,2659,1680,257,1130,643,1100,1300,2600,446,1048,1034,935,406,830,830,4234,13097,5920,10327,24818,19224,22286,30804,32575,33099,13417,99179,76407,53180,103159,102858,151189,170822,339156,293916,296311,280550,246664,237726
Myanmar,28,Roundwood,1861,Export Value (1000 US$),5922,8639,13085,17500,16900,15250,18641,13944,19685,18314,10193,17207,17473,29223,22959,18515,29965,28257,34682,40503,52741,61459,52033,74006,83308,81240,41327,88293,109403,106804,137617,250498,248180,236424,123326,165200,144127,98106,137200,185760,206720,194618,220707,289384,238196,557158,581568,609022,769286,547166,814195,979853,1061160,1460076,1343894,207246,184885,28554,22225,30707
Namibia,147,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,56,86,83,336,559,865,1294,1579,2654,2486,2436,2525,2323,2461,2268,2143,2155,3700,513
Nauru,148,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Nepal,149,Roundwood,1861,Export Value (1000 US$),5922,2349,1546,2362,5854,6834,4224,4062,4073,2300,2250,3200,3200,3200,8400,5800,3000,12143,15044,14211,11000,11000,12000,12000,12000,591,850,205,131,224,152,79,124,,0,0,0,0,0,1,1,1,0,69,69,829,579,9786,1259,209,81,469,1156,885,187,2,5,0,10,36
Netherlands,150,Roundwood,1861,Export Value (1000 US$),5922,5980,5428,5960,6396,6942,6227,5165,5589,6455,7548,5857,5768,13685,18444,12410,11359,12904,13080,17225,19975,14615,13143,9932,10991,11121,15145,19171,20566,20989,15172,24379,26598,22437,19005,15033,15833,14754,15035,14439,9425,20551,17178,24723,30155,24578,33981,62926,49199,32786,40495,37199,37152,41215,45505,33107,38045,58810,72418,66109
Netherlands Antilles (former),151,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,9,9,9,9,9,9,9,5,5,5,,,,,,,,,
New Caledonia,153,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,167,231,231,218,252,364,264,160,219,219,219,219,181,247,8,13,0
New Zealand,156,Roundwood,1861,Export Value (1000 US$),5922,3199,3396,3489,4462,5526,6532,9684,18488,25257,27809,32401,35882,48880,47952,18677,27192,29933,38870,58384,57243,31138,24066,25372,17950,19228,21968,25041,47862,88081,94984,207838,230264,457222,445325,447016,461442,450491,220875,288820,322986,297544,418526,335304,290740,306796,366159,445631,496317,590170,964353,1292458,1276816,1925995,1885426,1496480,1631886,2414472,2483203,2781962
Nicaragua,157,Roundwood,1861,Export Value (1000 US$),5922,617,440,155,316,301,438,19,70,140,83,144,144,423,423,308,319,322,567,1008,1511,1511,,,,40,,0,,,9,12,39,28,48,202,666,666,426,253,772,772,1159,2509,1579,1579,495,104,36,438,2015,11534,105078,72629,14146,12966,6095,8656,5105,7990
Niger,158,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,0,0,0,0,130,130,130,206,159,1198,1198,1198,1198,36,22,16,6,6,6,6,6,3,3,50,15,0
Nigeria,159,Roundwood,1861,Export Value (1000 US$),5922,15347,12246,15254,18086,13842,12574,7330,7090,8212,5812,5158,5500,14496,15022,6204,1984,599,670,720,770,2053,8107,5200,5981,5981,5981,1238,1894,371,2172,7603,1461,486,503,3895,4039,4036,3803,1915,1915,897,780,804,10028,10999,7597,21100,17965,14154,26355,33149,27540,51021,368362,376128,258735,404205,292429,291418
Niue,160,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,161,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,70,0,0,0
The former Yugoslav Republic of Macedonia,154,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,861,462,462,509,395,395,194,602,471,963,1053,984,1313,1559,863,349,424,853,1354,668,713,162,97,236,162,162
Northern Mariana Islands,163,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Norway,162,Roundwood,1861,Export Value (1000 US$),5922,3164,2206,1700,3293,3937,3237,3092,1552,3279,2238,2603,2362,5809,5703,5981,7371,11593,8019,24999,32977,29113,21112,13024,14264,15946,22816,33701,35069,57801,39021,37842,40848,33223,19084,24484,21383,22755,21411,24154,20548,15346,18749,14767,14899,28660,42867,64398,66666,54570,63062,83073,128354,194761,237018,229785,193682,208426,238817,245487
Oman,221,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,49,211,211,204,16,16,16,0,0,47,47,47,50,50,50,50,50,50,369,118,185,629,442,185,144,121,82,56
Pacific Islands Trust Territory,164,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,165,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,87,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,90,293,610,1100,61,114,31,0,149
Palau,180,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,30,0,33,28
Palestine,299,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613,1225,566,618,37,28
Panama,166,Roundwood,1861,Export Value (1000 US$),5922,63,118,62,69,66,101,123,53,,,,,,18,,,3,3,,,,,250,222,17,30,30,30,223,189,618,39,485,632,677,414,414,65,220,324,539,2005,2876,5088,1876,10499,14542,4311,2287,17359,47480,21070,28676,28045,52454,47409,71406,76529,55043
Papua New Guinea,168,Roundwood,1861,Export Value (1000 US$),5922,101,108,709,696,679,981,1537,1835,1318,2760,5881,5254,8036,17824,9635,11273,13373,15859,22300,46478,46825,67222,52819,78564,58204,72357,116133,106803,65024,111113,157744,248695,449946,631499,491780,321528,351552,107315,152351,144104,89809,100167,238706,119268,138854,170313,203936,520519,343207,583708,742394,650188,738848,1054791,822310,702468,721150,896369,758043
Paraguay,169,Roundwood,1861,Export Value (1000 US$),5922,4700,4915,3877,5494,7445,8563,6215,5582,6344,6625,4492,902,43,122,162,17,148,19,15,23,23,,,,,,0,,,519,264,316,121,244,244,273,419,252,252,0,0,1629,800,1069,1069,1069,1069,2564,1487,1859,2989,2433,3441,3048,4790,1913,6822,10328,9936
Peru,170,Roundwood,1861,Export Value (1000 US$),5922,1,2,1,,,,,27,59,63,7,,,,,,23,,,,,,,,,,0,,,22,11,228,227,197,53,3966,3966,0,0,0,0,0,53,107,520,293,281,1031,275,225,1104,1187,1330,3320,2708,1476,3551,4136,1901
Philippines,171,Roundwood,1861,Export Value (1000 US$),5922,88422,101731,136952,122819,134000,138971,155427,220315,236618,245860,224988,173869,303785,216235,167056,135389,134139,145047,144465,149113,181848,167879,100647,143527,67761,35984,17774,13372,11661,2954,595,654,439,556,207,0,0,0,0,15,142,43,1,60,3,20,12,588,1275,2835,2306,2133,2078,5946,3566,1094,2743,1529,869
Poland,173,Roundwood,1861,Export Value (1000 US$),5922,4044,2705,4231,5044,9615,5780,4208,3884,5516,6974,5138,5851,13091,25620,32646,28102,30432,31323,41885,57290,52735,32027,31659,50801,52208,45391,68140,40820,41140,26627,53865,69464,37682,103827,45570,20243,29202,25100,28900,23656,20749,39407,62765,68173,46661,52619,51001,56173,83239,157579,172499,209923,279619,257355,195389,182397,204900,374177,308862
Portugal,174,Roundwood,1861,Export Value (1000 US$),5922,2146,1818,1919,2487,1856,1365,1274,1205,1127,3431,2139,1949,4081,5657,3481,4390,5408,9575,19496,29437,14042,9972,5662,8925,19150,22861,33025,30875,32411,32435,32166,46999,23951,27733,52271,34883,41905,33260,31397,28147,42791,43053,64318,68805,86192,98548,126465,161003,58931,94893,125788,105667,135573,101707,36097,32924,34466,49859,51346
Qatar,179,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,611,24,163,163,163,246,282,266,266,29,16,0,0,0
Reunion,182,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Republic of Korea,117,Roundwood,1861,Export Value (1000 US$),5922,,,6,,99,,,,,,,,,,,,,,,,,,,,,,0,,,1421,468,1191,866,294,251,170,0,0,0,0,0,362,180,243,189,152,214,558,383,314,133,178,327,1283,1318,155,1282,571,262
Republic of Moldova,146,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,39,5,5,5,143,41,9,9,9,9,9,9,88,605,605,605,605,37,85,23,23,23,677,0,2,2
Romania,183,Roundwood,1861,Export Value (1000 US$),5922,11941,11915,14032,16680,13769,10644,8516,7334,6279,9784,9600,6940,8600,14215,12570,8181,7952,8780,7000,6760,9996,9200,9800,6000,4200,3600,3600,100,100,270,198,551,642,0,0,0,0,10365,46133,48503,15373,7932,18458,21799,17385,17417,24925,33770,20747,40644,84743,55707,88782,61604,32489,15282,26454,23658,23120
Russian Federation,185,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687961,797673,621130,1060200,946759,1044514,959897,1220077,1356630,1411353,1667200,1806958,2342400,2858830,3259000,4142379,3512232,1857635,1858940,2000159,1543212,1648601,1782929,1344168,1353659,1470907,1470645,1124255
Rwanda,184,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,37,207,207,207,207,0,0,0,159,159,159,159,159,159,159,159,11,10,9,8,1,1,189,1,1,0,0,0
Saint Kitts and Nevis,188,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Saint Lucia,189,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Saint Pierre and Miquelon,190,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,191,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,24,25,25,25,25,25,25,0,0,0,0,0
Samoa,244,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,42,60,72,72,72,454,454,454,454,454,92,68,68,40,40,40,40,40,40,40,40,0,39,1,25,0
San Marino,192,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Sao Tome and Principe,193,Roundwood,1861,Export Value (1000 US$),5922,,,,,17,,11,11,,,,,,,,,,,,,,,,,,,0,,,43,,2,,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0
Saudi Arabia,194,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,22,2,37,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,891,767,2168,429,117,111,116,113,10
Senegal,195,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,14,21,322,322,572,837,2296,687,639,270,128,496
Serbia,272,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026,10427,9737,4884,6985,7971,5438,7396,8844,12213,8980,22194,23576,15640
Serbia and Montenegro,186,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7616,3091,3543,3548,7030,10157,6261,1775,1883,2406,3650,4215,5996,7682,,,,,,,,,,,,,,
Seychelles,196,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,166,54,65,65,34,13,0,0,0,9,0
Sierra Leone,197,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,4,13,4,11,11,11,16,16,29,110,202,202,134,894,1142,5405,5653,6814,3227,27070,14535,55,37949,33638,105706,129277
Singapore,200,Roundwood,1861,Export Value (1000 US$),5922,,,,485,378,834,236,377,562,407,200,103,278,556,289,337,3277,7039,13205,12044,7463,11084,9778,6788,6545,8563,4190,8683,11535,9343,11700,17128,5030,12786,16194,6378,6469,7298,3770,5211,10560,14622,5615,3820,4816,3645,4600,1861,1706,1276,527,1706,6805,4000,2031,2114,28267,6200,4019
