# File: CPSY_GWh_province_F_elec_out.csv
# Title: Electricity generation by fuel
# Units: 100 - GWh
# Source: China power statistical yearbook
# Column types: cinnnnnnnnnnni
# ----------
province.name,year,coal,hydro,nuclear,wind,solar,other,nuc.adj,wind.adj,solar.adj,geothermal,coal.adj,row
Guangdong,2008,2107,256,313,6,0,0,0,0,0,0,0,17
Guangdong,2009,2143,197,318,7.7,0,0.3,0,0,0,0,0,18
Guangdong,2010,2535,268,334,9,0,0,0,0,0,2.18E-13,0,19
Guangdong,2011,3045.99,209,425,16,0.01,2.18E-13,0,0,0,2.18E-13,0,20
Guangdong,2012,2847.97,298,474,24,0.03,2.00E-13,0,0,0,2.00E-13,0,21
Guangxi,1994,71.39,115.3,0,0,0,0,0,0,0,0,0,3
Guangxi,1995,78.99,138.3,0,0,0,0,0,0,0,0,0,4
Guangxi,1996,87.35,138.79,0,0,0,0,0,0,0,0,0,5
Guangxi,1997,80.68,156.58,0,0,0,-2.84E-14,0,0,0,0,0,6
Guangxi,1998,98.08,146.02,0,0,0,-2.84E-14,0,0,0,0,0,7
Guangxi,1999,99.47,153.95,0,0,0,0,0,0,0,0,0,8
Guangxi,2000,120.22,168.87,0,0,0,0,0,0,0,0,0,9
Guangxi,2001,121.1,176.09,0,0,0,0,0,0,0,0,0,10
Guangxi,2002,130.69,186.34,0,0,0,-2.84E-14,0,0,0,0,0,11
Guangxi,2003,,,,0,0,,0,0,,0,0,12
Guangxi,2004,201.43,172.29,0,0,0,2.84E-14,0,0,2.84E-14,0,0,13
Guangxi,2005,248,197,0,0,0,0,0,0,0,0,0,14
Guangxi,2006,,,,0,0,,,,,,0,15
Guangxi,2007,361,324,0,0,0,0,0,0,0,0,0,16
Guangxi,2008,342,513,0,0,0,0,0,0,0,0,0,17
Guangxi,2009,428,477,0,0,0,0,0,0,0,0,0,18
Guangxi,2010,557,475,0,0,0,0,0,0,0,2.27E-14,0,19
Guangxi,2011,637,414.9,0,0.1,0,2.27E-14,0,0,0,2.27E-14,0,20
Guangxi,2012,647,524,0,0.8,0,0.2,0,0,0,0.2,0,21
Hainan,1994,18.75,9.94,0,0,0,0,0,0,0,0,0,3
Hainan,1995,20.43,11.45,0,0,0,0,0,0,0,0,0,4
Hainan,1996,20.5,12.1,0,0,0,0,0,0,0,0,0,5
Hainan,1997,19.71,14.63,0,0,0,0,0,0,0,0,0,6
Hainan,1998,26.5,10.06,0,0,0,0.13,0,0,0.13,0,0,7
Hainan,1999,28.09,10.45,0,0,0,0.11,0,0,0.11,0,0,8
Hainan,2000,26.84,14.04,0,0,0,0.11,0,0,0.11,0,0,9
Hainan,2001,29.31,16.24,0,0,0,0.12,0,0,0.12,0,0,10
Hainan,2002,35.89,15.89,0,0,0,0.13,0,0,0.13,0,0,11
Hainan,2003,,,,0,0,,0,0,,0,0,12
Hainan,2004,56.87,11.77,0,0,0,0.1,0,0,0.1,0,0,13
Hainan,2005,73.1,12.75,0,0,0,0.15,0,0,0.15,0,0,14
Hainan,2006,,,,0,0,,,,,,0,15
Hainan,2007,101,12,0,0.1,0,0.9,0,0,0,0,0,16
Hainan,2008,107,11,0,0,0,0,0,0,0,0,0,17
Hainan,2009,114,21.9,0,0.9,0,-1.8,0,0,0,0,0,18
Hainan,2010,139,20,0,2.4,0,0.6,0,0,0.04,-7.96E-15,0,19
Hainan,2011,157.96,26,0,5,0.04,-7.96E-15,0,0,0,-7.96E-15,0,20
Hainan,2012,182,24,0,4.7,0.3,0,0,0,0,0,0,21
Chongqing,1994,,,0,0,0,,0,,0,0,0,3
Chongqing,1995,,,0,0,0,,0,,0,0,0,4
Chongqing,1996,,,0,0,0,,0,,0,0,0,5
Chongqing,1997,116.78,31.38,0,0,0,-3.55E-15,0,0,0,0,0,6
Chongqing,1998,118.54,40.13,0,0,0,-2.13E-14,0,0,0,0,0,7
Chongqing,1999,125.99,32.28,0,0,0,1.42E-14,0,0,1.42E-14,0,0,8
Chongqing,2000,129.68,38.22,0,0,0,0,0,0,0,0,0,9
Chongqing,2001,136.87,33.54,0,0,0,-7.11E-15,0,0,0,0,0,10
Chongqing,2002,147.27,37.48,0,0,0,-7.11E-15,0,0,0,0,0,11
Chongqing,2003,,,,0,0,,0,0,,0,0,12
Chongqing,2004,165.2,56.7,0,0,0,7.24,0,0,7.24,0,0,13
Chongqing,2005,175.84,60.36,0,0,0,-1.42E-14,0,0,0,0,0,14
Chongqing,2006,,,,0,0,,,,,,0,15
Chongqing,2007,288,77,0,0,0,1,0,0,0,0,0,16
Chongqing,2008,286,116,0,0,0,1,0,0,0,0,0,17
Chongqing,2009,306,124,0,0,0,0,0,0,0,0,0,18
Chongqing,2010,331,143,0,0.5,0,0.5,0,0,0,0,0,19
Chongqing,2011,387,146,0,1,0,0,0,0,0,0,0,20
Chongqing,2012,336,210,0,0.8,0,0.2,0,0,0,0.2,0,21
Sichuan,1994,315.64,209.54,0,0,0,0,0,0,0,0,0,3
Sichuan,1995,330.6,245.34,0,0,0,0,0,0,0,0,0,4
Sichuan,1996,349.2,268.8,0,0,0,0,0,0,0,0,0,5
Sichuan,1997,246.84,245.13,0,0,0,0,0,0,0,0,0,6
Sichuan,1998,222.88,252.88,0,0,0,0,0,0,0,0,0,7
Sichuan,1999,188.64,303.52,0,0,0,5.68E-14,0,0,5.68E-14,0,0,8
Sichuan,2000,187.33,369.05,0,0,0,-5.68E-14,0,0,0,0,0,9
Sichuan,2001,208.08,428.39,0,0,0,0,0,0,0,0,0,10
Sichuan,2002,278.8,444.99,0,0,0,0,0,0,0,0,0,11
Sichuan,2003,,,,0,0,,0,0,,0,0,12
Sichuan,2004,346.27,589.02,0,0,0,0,0,0,0,0,0,13
Sichuan,2005,372.02,644.98,0,0,0,0,0,0,0,0,0,14
Sichuan,2006,,,,0,0,,,,,,0,15
Sichuan,2007,451,775,0,0,0,0,0,0,0,0,0,16
Sichuan,2008,401,835,0,0,0,0,0,0,0,0,0,17
Sichuan,2009,504,944.9,0,0.1,0,2.27E-14,0,0,0,0,0,18
Sichuan,2010,565,1139,0,0,0,0,0,0,0,4.55E-14,0,19
Sichuan,2011,596,1261,0,0.2,0,4.55E-14,0,0,0,4.55E-14,0,20
Sichuan,2012,584,1545,0,0.4,0,9.09E-14,0,0,0,9.09E-14,0,21
Guizhou,1994,112,57.78,0,0,0,0,0,0,0,0,0,3
Guizhou,1995,120.49,80.66,0,0,0,0,0,0,0,0,0,4
Guizhou,1996,142.85,71.2,0,0,0,0,0,0,0,0,0,5
Guizhou,1997,149.25,85.85,0,0,0,0,0,0,0,0,0,6
Guizhou,1998,174.82,82.22,0,0,0,2.84E-14,0,0,2.84E-14,0,0,7
Guizhou,1999,209.18,79.88,0,0,0,0,0,0,0,0,0,8
Guizhou,2000,225.03,90.94,0,0,0,2.84E-14,0,0,2.84E-14,0,0,9
Guizhou,2001,273.76,95.65,0,0,0,2.84E-14,0,0,2.84E-14,0,0,10
Guizhou,2002,332.31,95.12,0,0,0,0,0,0,0,0,0,11
Guizhou,2003,,,,0,0,,0,0,,0,0,12
Guizhou,2004,497.2,233.8,0,0,0,0,0,0,0,0,0,13
Guizhou,2005,580.76,228.12,0,0,0,0,0,0,0,0,0,14
Guizhou,2006,,,,0,0,,,,,,0,15
Guizhou,2007,843,295,0,0,0,0,0,0,0,0,0,16
Guizhou,2008,813,366,0,0,0,0,0,0,0,0,0,17
Guizhou,2009,978,367,0,0,0,0,0,0,0,0,0,18
Guizhou,2010,956,384,0,0,0,0,0,0,0,2.28E-14,0,19
Guizhou,2011,1022,393.4,0,0.6,0,2.28E-14,0,0,0,2.28E-14,0,20
Guizhou,2012,1044.2,560.9,0,4.9,0,0,0,0,0,0,0,21
Yunnan,1994,67.09,127.16,0,0,0,0,0,0,0,0,0,3
Yunnan,1995,120.49,80.66,0,0,0,0,0,0,0,0,0,4
Yunnan,1996,71.2,182.45,0,0,0,0,0,0,0,0,0,5
Yunnan,1997,85.51,167.63,0,0,0,0,0,0,0,0,0,6
Yunnan,1998,94.72,169.9,0,0,0,0,0,0,0,0,0,7
Yunnan,1999,113.29,184.91,0,0,0,-2.84E-14,0,0,0,0,0,8
Yunnan,2000,101.38,216.08,0,0,0,-2.84E-14,0,0,0,0,0,9
Yunnan,2001,143.05,216.48,0,0,0,-2.84E-14,0,0,0,0,0,10
Yunnan,2002,157.87,250.62,0,0,0,0,0,0,0,0,0,11
Yunnan,2003,,,,0,0,,0,0,,0,0,12
Yunnan,2004,243.22,293.5,0,0,0,0,0,0,0,0,0,13
Yunnan,2005,279.33,341.12,0,0,0,5.68E-14,0,0,5.68E-14,0,0,14
Yunnan,2006,,,,0,0,,,,,,0,15
Yunnan,2007,474,431,0,0,0,0,0,0,0,0,0,16
Yunnan,2008,418,621.7,0,0.3,0,-4.55E-14,0,0,0,0,0,17
Yunnan,2009,548,624,0,2,0,0,0,0,0,0,0,18
Yunnan,2010,546,814,0,3.9,0,1.1,0,0,0.3,-4.55E-14,0,19
Yunnan,2011,535.7,1009,0,10,0.3,-4.55E-14,0,0,0,-4.55E-14,0,20
Yunnan,2012,479.7,1240,0,28,0.3,-4.55E-14,0,0,0,-4.55E-14,0,21
Tibet,1994,1.65,2.62,0,0,0,0,0,0,0,0,0,3
Tibet,1995,1.65,2.62,0,0,0,0,0,0,0,0,0,4
Tibet,1996,1.33,3.37,0,0,0,0,0,0,0,0,0,5
Tibet,1997,1.29,4.94,0,0,0,0,0,0,0,0,0,6
Tibet,1998,0.07,5.46,0,0,0,1.05,0,0,0,0,1.05,7
Tibet,1999,0.02,5.64,0,0,0,1.08,0,0,0,0,1.08,8
Tibet,2000,0.04,5.81,0,0,0,0.99,0,0,0,0,0.99,9
Tibet,2001,0.03,6.29,0,0,0,1.02,0,0,0,0,1.02,10
Tibet,2002,0.04,7.12,0,0,0,1.02,0,0,0,0,1.02,11
Tibet,2003,,,,0,0,,0,0,0,0,,12
Tibet,2004,0.06,10.88,0,0,0,1.12,0,0,0,0,1.12,13
Tibet,2005,0,12.51,0,0,0,1.23,0,0,0,0,1.23,14
Tibet,2006,,,,0,0,,,,,,,15
Tibet,2007,0.01,14,0,0,0,0.99,0,0,0,0,0.99,16
Tibet,2008,0.13,14.2,0,0,0,1.67,0,0,0,0,1.67,17
Tibet,2009,1.31,15,0,0,0,1.69,0,0,0,0,1.69,18
Tibet,2010,3.82,15,0,0,0,1.18,0,0,0.295,0.295,0,19
Tibet,2011,4.64,17,0,0,0.4,0.96,0,0,0,0.96,0,20
Tibet,2012,5,15,0,0,0.8,0.2,0,0,0,0.2,0,21
Shaanxi,1994,187.69,30.77,0,0,0,0,0,0,0,0,0,3
Shaanxi,1995,211.67,26.56,0,0,0,0,0,0,0,0,0,4
Shaanxi,1996,234.01,35.78,0,0,0,0,0,0,0,0,0,5
Shaanxi,1997,247.31,22.47,0,0,0,-2.84E-14,0,0,0,0,0,6
Shaanxi,1998,221.04,31.19,0,0,0,-3.55E-15,0,0,0,0,0,7
Shaanxi,1999,241.53,22.59,0,0,0,3.55E-15,0,0,3.55E-15,0,0,8
Shaanxi,2000,247,36,0,0,0,0,0,0,0,0,0,9
Shaanxi,2001,281.82,27.02,0,0,0,-1.78E-14,0,0,0,0,0,10
Shaanxi,2002,319.41,28.41,0,0,0,-3.20E-14,0,0,0,0,0,11
Shaanxi,2003,,,,0,0,,0,0,,0,0,12
Shaanxi,2004,444.39,70.42,0,0,0,-4.26E-14,0,0,0,0,0,13
Shaanxi,2005,411,49,0,0,0,71.44,0,0,71.44,0,0,14
Shaanxi,2006,,,,0,0,,,,,,0,15
Shaanxi,2007,591,52,0,0,0,2,0,0,0,0,0,16
Shaanxi,2008,715,54,0,0,0,0,0,0,0,0,0,17
Shaanxi,2009,774,65,0,0,0,1,0,0,0,0,0,18
Shaanxi,2010,958,74,0,0,0,0,0,0,0,0,0,19
Shaanxi,2011,1084,94,0,1,0,0,0,0,0,0,0,20
Shaanxi,2012,1149,81,0,2.6,0.3,0.1,0,0,0,0.1,0,21
Gansu,1994,137.72,106.3,0,0,0,0,0,0,0,0,0,3
Gansu,1995,141.21,96.23,0,0,0,0,0,0,0,0,0,4
Gansu,1996,151.13,81.57,0,0,0,0,0,0,0,0,0,5
Gansu,1997,163.23,80.15,0,0,0,0,0,0,0,0,0,6
Gansu,1998,157.59,93.92,0,0,0,0,0,0,0,0,0,7
Gansu,1999,144.92,117.47,0,0,0,0.03,0,0,0.03,0,0,8
Gansu,2000,165.9,114.34,0,0,0,0.03,0,0,0.03,0,0,9
Gansu,2001,184.85,110.3,0,0,0,0.14,0,0,0.14,0,0,10
Gansu,2002,235.04,107.59,0,0,0,0.17,0,0,0.17,0,0,11
Gansu,2003,,,,0,0,,0,0,,0,0,12
Gansu,2004,332.42,120.47,0,0,0,22.37,0,0,22.37,0,0,13
Gansu,2005,331.06,167.37,0,0,0,4.39,0,0,4.39,0,0,14
Gansu,2006,,,,0,0,,,,,,0,15
Gansu,2007,424,189,0,3.1,0,3.9,0,0,0,0,0,16
Gansu,2008,468,217,0,6,0,0,0,0,0,0,0,17
Gansu,2009,441,251,0,11.9,0,0.1,0,0,0.1,0,0,18
Gansu,2010,591,263,0,20.8,0,0.2,0,0,0.2,0.4,0,19
Gansu,2011,714,282,0,71,0.6,0.4,0,0,0,0.4,0,20
Gansu,2012,666,344,0,94,3,0,0,0,0,0,0,21
Qinghai,1994,15.95,57.18,0,0,0,0,0,0,0,0,0,3
Qinghai,1995,20.04,42,0,0,0,0,0,0,0,0,0,4
Qinghai,1996,28.21,33.54,0,0,0,0,0,0,0,0,0,5
Qinghai,1997,34.06,50.2,0,0,0,0,0,0,0,0,0,6
Qinghai,1998,33.65,67.25,0,0,0,0,0,0,0,0,0,7
Qinghai,1999,26.99,97.15,0,0,0,0,0,0,0,0,0,8
Qinghai,2000,29.1,109.7,0,0,0,1.42E-14,0,0,1.42E-14,0,0,9
Qinghai,2001,46.51,95.2,0,0,0,1.42E-14,0,0,1.42E-14,0,0,10
Qinghai,2002,49.8,91.84,0,0,0,-1.42E-14,0,0,0,0,0,11
Qinghai,2003,,,,0,0,,0,0,,0,0,12
Qinghai,2004,62.08,110.7,0,0,0,0,0,0,0,0,0,13
Qinghai,2005,55,158.43,0,0,0,0,0,0,0,0,0,14
Qinghai,2006,,,,0,0,,,,,,0,15
Qinghai,2007,97,205,0,0,0,0,0,0,0,0,0,16
Qinghai,2008,107,215,0,0,0,0,0,0,0,0,0,17
Qinghai,2009,107,273,0,0,0,0,0,0,0,0,0,18
Qinghai,2010,109,363,0,0,0,0,0,0,0,0,0,19
Qinghai,2011,122,367,0,0.02,0.98,0,0,0,0,0,0,20
Qinghai,2012,120,458,0,0.2,13.8,0,0,0,0,0,0,21
Ningxia,1994,87.04,10.26,0,0,0,0,0,0,0,0,0,3
Ningxia,1995,98.45,9.28,0,0,0,0,0,0,0,0,0,4
Ningxia,1996,103.21,8.33,0,0,0,0,0,0,0,0,0,5
Ningxia,1997,106.23,7.04,0,0,0,-7.99E-15,0,0,0,0,0,6
Ningxia,1998,102.6,8.03,0,0,0,1.78E-15,0,0,1.78E-15,0,0,7
Ningxia,1999,102.46,9.82,0,0,0,7.11E-15,0,0,7.11E-15,0,0,8
Ningxia,2000,122.96,9.06,0,0,0,1.60E-14,0,0,1.60E-14,0,0,9
Ningxia,2001,135,8.44,0,0,0,-1.78E-15,0,0,0,0,0,10
Ningxia,2002,155.05,8.61,0,0,0,-1.42E-14,0,0,0,0,0,11
Ningxia,2003,,,,0,0,,0,0,,0,0,12
Ningxia,2004,252.98,9.84,0,0,0,0.45,0,0,0.45,0,0,13
Ningxia,2005,276.43,10.87,0,0,0,0.33,0,0,0.33,0,0,14
Ningxia,2006,,,,0,0,,,,,,0,15
Ningxia,2007,435,17,0,0.5,0,0.5,0,0,0.1,0,0,16
Ningxia,2008,440,16,0,2.4,0,0.6,0,0,0.1,0,0,17
Ningxia,2009,447,17,0,3.9,0,0.1,0,0,0.1,0,0,18
Ningxia,2010,572,18,0,8.3,0,0.7,0,0,0.7,0.1,0,19
Ningxia,2011,967,17,0,13,1.9,0.1,0,0,0,0.1,0,20
Ningxia,2012,952,19,0,33,7.8,1.2,0,0,0,1.2,0,21
Xinjiang,1994,84.57,21.6,0,0,0,0,0,0,0,0,0,3
Xinjiang,1995,97.6,23.17,0,0,0,0,0,0,0,0,0,4
Xinjiang,1996,111.54,24.49,0,0,0,0,0,0,0,0,0,5
Xinjiang,1997,123.7,26.88,0,0,0,1.07E-14,0,0,1.07E-14,0,0,6
Xinjiang,1998,128.03,28.23,0,0,0,1.5,0,0,1.5,0,0,7
Xinjiang,1999,137.32,30.06,0,0,0,1.92,0,0,1.92,0,0,8
Xinjiang,2000,150.71,30.53,0,0,0,1.74,0,0,1.74,0,0,9
Xinjiang,2001,163.3,33.5,0,0,0,2.2,0,0,2.2,0,0,10
Xinjiang,2002,174.98,37.82,0,0,0,1.8,0,0,1.8,0,0,11
Xinjiang,2003,,,,0,0,,0,0,,0,0,12
Xinjiang,2004,227.52,36.68,0,0,0,2.21,0,0,2.21,0,0,13
Xinjiang,2005,265.6,42.34,0,0,0,2.36,0,0,2.36,0,0,14
Xinjiang,2006,,,,0,0,,,,,,0,15
Xinjiang,2007,346,70,0,4,0,0,0,0,0,0,0,16
Xinjiang,2008,397,74,0,7.8,0,0.2,0,0,0,0,0,17
Xinjiang,2009,452,81,0,14.7,0,0.3,0,0,0,0,0,18
Xinjiang,2010,539,103,0,23,0,0,0,0,0,0,0,19
Xinjiang,2011,725,122,0,28,0,0,0,0,0,0,0,20
Xinjiang,2012,998,139.3,0,49,1.7,-1.13E-14,0,0,0,-1.13E-14,0,21
