# File: floorspace_m2_province_Yh.csv
# Title: Historical per capita floorspace for urban and rural households
# Units: m^2
# Description: floorspace_province_adjusted.
# Source: TODO
# Column types: cnnn
# ----------
province.name,Year,Urban ,Rural
Guangdong,1987,13.04212497,15.78
Guangdong,1988,14.01909555,16.39
Guangdong,1989,15.18627279,17.11
Guangdong,1990,15.73095551,17.39
Guangdong,1991,17.78,18.03
Guangdong,1992,18.5710868,18.77
Guangdong,1993,19.50482859,20.56
Guangdong,1994,20.38669584,20.51
Guangdong,1995,21.03,20.83
Guangdong,1996,21.97531404,22.32
Guangdong,1997,21.97531404,23.78
Guangdong,1998,22.791133,24.83
Guangdong,1999,24.5393165,25.94
Guangdong,2000,24.6,22.42
Guangdong,2001,26.98666667,23.39
Guangdong,2002,29.37333333,24.07
Guangdong,2003,31.76,24.79
Guangdong,2004,32.5,25.48
Guangdong,2005,33.18,25.71
Guangdong,2006,34.11,26.6
Guangdong,2007,33.81,27.24
Guangdong,2008,32.95,27.89
Guangdong,2009,33.86,28.7
Guangdong,2010,34.79513202,29.53352456
Guangxi,1970,6.112013308,2.00865742
Guangxi,1971,6.457976326,2.215370822
Guangxi,1972,6.823522156,2.443357354
Guangxi,1973,7.209759259,2.69480626
Guangxi,1974,7.617858839,2.972132081
Guangxi,1975,8.049058396,3.277997844
Guangxi,1976,8.504665475,3.615340627
Guangxi,1977,8.986061634,3.987399771
Guangxi,1978,9.494706633,4.397747978
Guangxi,1979,10.03214286,4.850325623
Guangxi,1980,10.6,5.349478589
Guangxi,1981,11.2,5.9
Guangxi,1982,13.7,6.507176245
Guangxi,1983,13.49,7.176837744
Guangxi,1984,13.61,7.915414929
Guangxi,1985,13.82,8.73
Guangxi,1986,14.29,9.48
Guangxi,1987,14.76,9.85
Guangxi,1988,15.1,10.27
Guangxi,1989,15.33,10.56
Guangxi,1990,15.8,10.9
Guangxi,1991,15.98,10.9
Guangxi,1992,16.5,11.56
Guangxi,1993,18.1,12.18
Guangxi,1994,17.3,13.59
Guangxi,1995,18.2,14.51
Guangxi,1996,19.8,15.03
Guangxi,1997,20.5,15.76
Guangxi,1998,21.64,16.38
Guangxi,1999,22.68,17.13
Guangxi,2000,23.4,18.91
Guangxi,2001,24.12,19.52
Guangxi,2002,24.91,21.01
Guangxi,2003,26.1,21.6
Guangxi,2004,26.9,24.6
Guangxi,2005,28.7,25.23
Guangxi,2006,29.6,25.57
Guangxi,2007,30.5,26.57
Guangxi,2008,31.75,28.89
Guangxi,2009,33.05122951,31.41257433
Guangxi,2010,34.40578809,34.15541108
Hainan,1970,3.228235643,13.24935139
Hainan,1971,3.260844084,13.48736369
Hainan,1972,3.293781903,13.72965166
Hainan,1973,3.327052427,13.97629211
Hainan,1974,3.360659017,14.22736322
Hainan,1975,3.394605068,14.4829446
Hainan,1976,3.428894008,14.74311725
Hainan,1977,3.463529301,15.00796367
Hainan,1978,3.498514446,15.27756781
Hainan,1979,3.533852975,15.55201513
Hainan,1980,3.56954846,15.83139265
Hainan,1981,3.969431978,16.11578893
Hainan,1982,4.41411299,16.40529412
Hainan,1983,4.908609997,16.7
Hainan,1984,5.458503704,17
Hainan,1985,6.07,17.55
Hainan,1986,6.75,17.7
Hainan,1987,7.4,18.9
Hainan,1988,7.99,17.1
Hainan,1989,8.24,17.43
Hainan,1990,8.48,18.11
Hainan,1991,9.75,20.39
Hainan,1992,9.88,19.11
Hainan,1993,10.23,19.67
Hainan,1994,11.08,20.43
Hainan,1995,11.84,23.23
Hainan,1996,12.29,19.96
Hainan,1997,13.99,20.29
Hainan,1998,14.31,21.17
Hainan,1999,14.41,21.18
Hainan,2000,15.64,20.05
Hainan,2001,16.02,19.61
Hainan,2002,17.8,19.16
Hainan,2003,17.87,19.51
Hainan,2004,18.55,19.48
Hainan,2005,21.1,21.82
Hainan,2006,21.99,22.05
Hainan,2007,22.07,22.64
Hainan,2008,22.73,22.84
Hainan,2009,23.4097372,23.04176678
Hainan,2010,24.10980184,23.24531596
Chongqing,1971,3.492178409,8.738576567
Chongqing,1972,3.527452938,9.083423837
Chongqing,1973,3.563083776,9.44187969
Chongqing,1974,3.599074521,9.814481155
Chongqing,1975,3.635428809,10.20178646
Chongqing,1976,3.672150312,10.60437585
Chongqing,1977,4.184543379,11.02285248
Chongqing,1978,4.768433153,11.4578433
Chongqing,1979,5.433795918,11.91
Chongqing,1980,6.192,12.38
Chongqing,1981,7.056,14.55
Chongqing,1982,7.792,14.61
Chongqing,1983,8.576,16.92
Chongqing,1984,9.104,17.95
Chongqing,1985,10.528,18.04
Chongqing,1986,10.688,18.06
Chongqing,1987,11.648,18.23
Chongqing,1988,12.224,19.03
Chongqing,1989,13.44,19.29
Chongqing,1990,14.24,19.37
Chongqing,1991,11.296,21.52
Chongqing,1992,10.8,21.94
Chongqing,1993,11.168,22.01
Chongqing,1994,11.68,22.55
Chongqing,1995,13.008,23.5
Chongqing,1996,12.8,24.44
Chongqing,1997,13.84,24.74
Chongqing,1998,14.736,26.5
Chongqing,1999,15.216,26.67
Chongqing,2000,17.152,29.58
Chongqing,2001,18.352,31
Chongqing,2002,19.56,31.02
Chongqing,2003,21.29,31.45
Chongqing,2004,22.76,32.49
Chongqing,2005,22.17,32.91
Chongqing,2006,24.52,34.3
Chongqing,2007,25.93,34.56
Chongqing,2008,27.34,35.03
Chongqing,2009,28.82667181,35.50639178
Chongqing,2010,30.39418462,35.98926227
Sichuan,1970,8.612630517,5.02087147
Sichuan,1971,8.876667365,5.230074448
Sichuan,1972,9.148798773,5.447994216
Sichuan,1973,9.429272896,5.674993975
Sichuan,1974,9.718345496,5.911452058
Sichuan,1975,10.01628018,6.15776256
Sichuan,1976,10.32334862,6.414336
Sichuan,1977,10.63983084,6.6816
Sichuan,1978,10.96601543,6.96
Sichuan,1979,11.30219985,7.25
Sichuan,1980,11.64869065,8.8
Sichuan,1981,12.00580379,10.7
Sichuan,1982,12.37386493,10.94
Sichuan,1983,12.75320969,13.59
Sichuan,1984,13.14418401,13.99
Sichuan,1985,13.54714439,16.28
Sichuan,1986,13.96245831,16.49
Sichuan,1987,14.39050447,17.61
Sichuan,1988,14.83167322,18.25
Sichuan,1989,15.28636686,18.79
Sichuan,1990,15.755,19.71
Sichuan,1991,16.238,21.33
Sichuan,1992,17.135,21.81
Sichuan,1993,18.0205,20.93
Sichuan,1994,18.7565,21.96
Sichuan,1995,18.814,22.23
Sichuan,1996,18.699,23.88
Sichuan,1997,20.079,23.97
Sichuan,1998,20.7345,24.72
Sichuan,1999,21.413,25.45
Sichuan,2000,23.6325,28.03
Sichuan,2001,24.357,27.92
Sichuan,2002,25.49,28.59
Sichuan,2003,26.01,28.99
Sichuan,2004,27.31,29.54
Sichuan,2005,28.89,34.61
Sichuan,2006,29.39,34.67
Sichuan,2007,29.86,34.94
Sichuan,2008,29.86,35.21
Sichuan,2009,30.33751616,35.48208643
Sichuan,2010,30.82266868,35.75627542
Guizhou,1970,4.94041995,3.304570836
Guizhou,1971,5.21595073,3.648165357
Guizhou,1972,5.506848059,4.027485302
Guizhou,1973,5.813968943,4.446245242
Guizhou,1974,6.138218179,4.90854597
Guizhou,1975,6.480551029,5.418914664
Guizhou,1976,6.841976028,5.982349217
Guizhou,1977,7.22355796,6.604367178
Guizhou,1978,7.626420991,7.29105979
Guizhou,1979,8.051751983,8.049151633
Guizhou,1980,8.500803992,8.886066482
Guizhou,1981,8.974899954,9.81
Guizhou,1982,9.47543659,10.83
Guizhou,1983,10.00388851,11.46
Guizhou,1984,10.56181258,11.87
Guizhou,1985,11.15085248,12.2
Guizhou,1986,11.77274355,12.63
Guizhou,1987,12.42931794,13.15
Guizhou,1988,13.12250996,13.18
Guizhou,1989,13.85436179,13.51
Guizhou,1990,14.62702953,13.79
Guizhou,1991,15.4427895,14.52
Guizhou,1992,16.304045,15.06
Guizhou,1993,17.21333333,16.57
Guizhou,1994,18.17333333,16.3
Guizhou,1995,18.6,15.86
Guizhou,1996,18.89333333,16.25
Guizhou,1997,20.78666667,16.44
Guizhou,1998,20.34666667,16.99
Guizhou,1999,21.73333333,17.79
Guizhou,2000,23.46666667,19.75
Guizhou,2001,24.56,20.43
Guizhou,2002,25.47,21.14
Guizhou,2003,25.22,21.62
Guizhou,2004,25.5,22.05
Guizhou,2005,26.4,23.5
Guizhou,2006,26.42,23.84
Guizhou,2007,26.95,24.54
Guizhou,2008,27.52,25.27
Guizhou,2009,28.10205566,26.02171557
Guizhou,2010,28.69642196,26.79579268
Yunnan,1970,5.861132756,3.904212021
Yunnan,1971,5.945831206,4.249447934
Yunnan,1972,6.031753622,4.625211861
Yunnan,1973,6.118917692,5.034203287
Yunnan,1974,6.207341358,5.479360404
Yunnan,1975,6.297042823,5.96388122
Yunnan,1976,6.388040552,6.49124653
Yunnan,1977,6.480353276,7.065244922
Yunnan,1978,6.574,7.69
Yunnan,1979,6.669,8.37
Yunnan,1980,7.866,8.96
Yunnan,1981,8.227,9.1
Yunnan,1982,9.69,9.5
Yunnan,1983,10.127,11.68
Yunnan,1984,11.02,14.08
Yunnan,1985,11.761,14.92
Yunnan,1986,12.217,15.45
Yunnan,1987,12.749,15.86
Yunnan,1988,13.167,16.31
Yunnan,1989,13.243,16.56
Yunnan,1990,13.775,16.96
Yunnan,1991,14.06,18.02
Yunnan,1992,14.459,18.07
Yunnan,1993,14.877,20.12
Yunnan,1994,15.333,18.68
Yunnan,1995,16.416,19.78
Yunnan,1996,17.48,19.8
Yunnan,1997,17.48,20.42
Yunnan,1998,19.304,20.64
Yunnan,1999,21.337,21.37
Yunnan,2000,23,22.18
Yunnan,2001,23.4,22.42
Yunnan,2002,24.3,23.72
Yunnan,2003,24.9,23.45
Yunnan,2004,26.54,23.53
Yunnan,2005,28.89,25.24
Yunnan,2006,28.24,25.79
Yunnan,2007,29.8,26.73
Yunnan,2008,31.4,27.44
Yunnan,2009,33.08590604,28.16885896
Yunnan,2010,34.86233053,28.91707781
Tibet,1970,6.485032588,6.219101593
Tibet,1971,6.758821215,6.652399655
Tibet,1972,7.0441688,7.115886516
Tibet,1973,7.341563343,7.611665495
Tibet,1974,7.651513451,8.141986451
Tibet,1975,7.974549201,8.709255999
Tibet,1976,8.31122305,9.316048425
Tibet,1977,8.662110778,9.965117373
Tibet,1978,9.027812475,10.65940834
Tibet,1979,9.408953565,11.40207203
Tibet,1980,9.806185876,12.19647869
Tibet,1981,10.22018876,13.04623335
Tibet,1982,10.65167024,13.95519224
Tibet,1983,11.10136823,14.92748022
Tibet,1984,11.57005183,15.96750958
Tibet,1985,12.05852256,17.08
Tibet,1986,12.56761581,18.27
Tibet,1987,13.09820224,18.79
Tibet,1988,13.65118926,18.88
Tibet,1989,14.22752258,19.89
Tibet,1990,14.82818785,18.94
Tibet,1991,15.45421234,20.77
Tibet,1992,16.10666667,20.22
Tibet,1993,16.78666667,20.36
Tibet,1994,16.32,20.36
Tibet,1995,18.69333333,20
Tibet,1996,21.05333333,20.1
Tibet,1997,19.82666667,20
Tibet,1998,23.10666667,20.05
Tibet,1999,26.42666667,25.16
Tibet,2000,26.48,23.16
Tibet,2001,27.33333333,20.56
Tibet,2002,25.17333333,20.56
Tibet,2003,26.57333333,21.42
Tibet,2004,26.81333333,21.3
Tibet,2005,26.54666667,19.55
Tibet,2006,28.05,20.9
Tibet,2007,32.7,21.65
Tibet,2008,33,22.83
Tibet,2009,33.30275229,24.07431409
Tibet,2010,33.60828213,25.3864476
Shaanxi,1970,6.455622471,4.232406875
Shaanxi,1971,6.698027267,4.588820085
Shaanxi,1972,6.94953422,4.97524704
Shaanxi,1973,7.210485109,5.394215211
Shaanxi,1974,7.48123455,5.848464913
Shaanxi,1975,7.762150472,6.340967222
Shaanxi,1976,8.05361462,6.874943409
Shaanxi,1977,8.356023075,7.453886012
Shaanxi,1978,8.669786787,8.081581676
Shaanxi,1979,8.99533214,8.762135922
Shaanxi,1980,9.333101529,9.5
Shaanxi,1981,9.683553958,10.3
Shaanxi,1982,10.04716567,10.6
Shaanxi,1983,10.42443078,12.3
Shaanxi,1984,10.81586198,12.9
Shaanxi,1985,11.22199118,14.2
Shaanxi,1986,11.6433703,14.9
Shaanxi,1987,12.08057195,15.5
Shaanxi,1988,12.53419026,16.3
Shaanxi,1989,13.00484168,14.3
Shaanxi,1990,13.49316577,14.6
Shaanxi,1991,13.99982615,15.9
Shaanxi,1992,14.52551132,16.2
Shaanxi,1993,15.07093566,17.2
Shaanxi,1994,15.63684035,18
Shaanxi,1995,16.22399444,18.4
Shaanxi,1996,16.83319581,18.6
Shaanxi,1997,17.46527233,19.9
Shaanxi,1998,18.12108295,20.6
Shaanxi,1999,18.80151888,21.4
Shaanxi,2000,19.50750476,22.9
Shaanxi,2001,20.24,23.8
Shaanxi,2002,21,25.1
Shaanxi,2003,21.8,26.1
Shaanxi,2004,22.4,26.9
Shaanxi,2005,23.4,26
Shaanxi,2006,24.6,26.9
Shaanxi,2007,25.8,27.8
Shaanxi,2008,27,29
Shaanxi,2009,27.58097761,30.35
Shaanxi,2010,28.17445652,31.7
Shaanxi,2011,28.78070572,37.15683502
Shaanxi,2012,29.4,38.33763869
Gansu,1970,4.29858286,7.65949863
Gansu,1971,4.474982588,8.128079722
Gansu,1972,4.658621183,8.625326952
Gansu,1973,4.849795702,9.152994013
Gansu,1974,5.048815396,9.712941882
Gansu,1975,5.256002205,10.30714539
Gansu,1976,5.47169128,10.93770016
Gansu,1977,5.696231527,11.60683005
Gansu,1978,5.929986169,12.31689495
Gansu,1979,6.173333333,13.07039911
Gansu,1980,6.426666667,13.87
Gansu,1981,7.466666667,12.75
Gansu,1982,8.013333333,13.53
Gansu,1983,8.986666667,12.95
Gansu,1984,9.48,12.96
Gansu,1985,9.92,13.24
Gansu,1986,10.01333333,13.44
Gansu,1987,10.2,13.93
Gansu,1988,11.05333333,14.32
Gansu,1989,11.4,14.67
Gansu,1990,11.81333333,11.88
Gansu,1991,12.12,12.85
Gansu,1992,11.98666667,13.13
Gansu,1993,11.94666667,13.77
Gansu,1994,13.92,14.54
Gansu,1995,14.32,15.64
Gansu,1996,14.8,14.15
Gansu,1997,16.93333333,14.56
Gansu,1998,17.73333333,16.47
Gansu,1999,20.21333333,18.22
Gansu,2000,20.28,18
Gansu,2001,20.72,17.58
Gansu,2002,21.55,17.58
Gansu,2003,22.27,17.6
Gansu,2004,22.9,17.88
Gansu,2005,24.16,18.71
Gansu,2006,25.6,19.12
Gansu,2007,27.04,19.46
Gansu,2008,27.19,19.87
Gansu,2009,27.3408321,20.28863823
Gansu,2010,27.49250092,20.71609669
Qinghai,1970,5.01712455,3.375366499
Qinghai,1971,5.261862333,3.553017368
Qinghai,1972,5.518538544,3.740018282
Qinghai,1973,5.787735546,3.936861349
Qinghai,1974,6.070064109,4.144064578
Qinghai,1975,6.366164798,4.36217324
Qinghai,1976,6.676709422,4.591761305
Qinghai,1977,7.002402565,4.833432953
Qinghai,1978,7.343983177,5.087824161
Qinghai,1979,7.702226259,5.35560438
Qinghai,1980,8.077944613,5.637478295
Qinghai,1981,8.471990692,5.934187679
Qinghai,1982,8.885258531,6.850639445
Qinghai,1983,9.318685776,7.908624288
Qinghai,1984,9.773255814,9.13
Qinghai,1985,10.25,10.54
Qinghai,1986,10.75,11.23
Qinghai,1987,11.25,11.75
Qinghai,1988,10.875,12.24
Qinghai,1989,11.75,13.06
Qinghai,1990,11.875,12.77
Qinghai,1991,12.25,13.59
Qinghai,1992,12.5,13.78
Qinghai,1993,12.5,12.94
Qinghai,1994,14,16.7
Qinghai,1995,13.875,14.98
Qinghai,1996,14.625,13.17
Qinghai,1997,14.875,13.81
Qinghai,1998,14.75,14.23
Qinghai,1999,14.25,14.24
Qinghai,2000,15.125,15.32
Qinghai,2001,16.75,15.9
Qinghai,2002,21.125,16.3
Qinghai,2003,21.25,16.9
Qinghai,2004,22.0375,17.29
Qinghai,2005,23,17.95
Qinghai,2006,23.125,18.53
Qinghai,2007,23.25,19.33
Qinghai,2008,24.8,19.78
Qinghai,2009,26.45333333,20.24047594
Qinghai,2010,28.21688889,20.71167171
Ningxia,1970,3.458594167,5.124172562
Ningxia,1971,3.529177721,5.408908556
Ningxia,1972,3.601201757,5.709466535
Ningxia,1973,3.67469567,6.026725684
Ningxia,1974,3.749689459,6.36161404
Ningxia,1975,3.826213734,6.715111209
Ningxia,1976,4.038781163,7.088251231
Ningxia,1977,4.263157895,7.482125604
Ningxia,1978,4.5,7.897886479
Ningxia,1979,4.75,8.336750027
Ningxia,1980,5,8.8
Ningxia,1981,5.6,9.288991483
Ningxia,1982,5.86,9.805154861
Ningxia,1983,6.29,10.35
Ningxia,1984,7.93,10.98
Ningxia,1985,9.08,11.83
Ningxia,1986,8.67,12.5
Ningxia,1987,9.45,12.98
Ningxia,1988,9.33,13.22
Ningxia,1989,9.55,13.73
Ningxia,1990,10.29,13.62
Ningxia,1991,10.39,13.97
Ningxia,1992,10.66,14.64
Ningxia,1993,11.16,15.42
Ningxia,1994,11.02,16.33
Ningxia,1995,11.28,19.67
Ningxia,1996,11.27,16.12
Ningxia,1997,12.66,16.76
Ningxia,1998,13.31,17.3
Ningxia,1999,13.75,18.18
Ningxia,2000,13.8,18
Ningxia,2001,13.8,18.84
Ningxia,2002,23.45,19.23
Ningxia,2003,24.41,20.12
Ningxia,2004,25.14,21.38
Ningxia,2005,26.29,21
Ningxia,2006,27,21.6
Ningxia,2007,27.1,23
Ningxia,2008,27.8,23.1
Ningxia,2009,28.51808118,23.20043478
Ningxia,2010,29.25471058,23.30130624
Xinjiang,1970,6.806882626,4.081723607
Xinjiang,1971,7.104826983,4.207962482
Xinjiang,1972,7.415812676,4.338105651
Xinjiang,1973,7.740410537,4.472273867
Xinjiang,1974,8.079216386,4.610591616
Xinjiang,1975,8.43285212,4.753187232
Xinjiang,1976,8.801966859,4.900193023
Xinjiang,1977,9.187238136,5.051745385
Xinjiang,1978,9.589373138,5.207984933
Xinjiang,1979,10.00911001,5.966235613
Xinjiang,1980,10.4472192,6.834882943
Xinjiang,1981,10.90450489,7.83
Xinjiang,1982,11.38180645,8.97
Xinjiang,1983,11.88,10.15
Xinjiang,1984,12.4,10.95
Xinjiang,1985,14.27,12.8
Xinjiang,1986,15.89,12.5
Xinjiang,1987,16.04,12.76
Xinjiang,1988,16.41,13.17
Xinjiang,1989,17.27,13.78
Xinjiang,1990,18.07,14.04
Xinjiang,1991,19.19,13.63
Xinjiang,1992,21.11,14.27
Xinjiang,1993,22.43,16.21
Xinjiang,1994,21.4,16.33
Xinjiang,1995,22.09,16.12
Xinjiang,1996,23.48,16.12
Xinjiang,1997,24.375,16.13
Xinjiang,1998,25.27,16.2
Xinjiang,1999,26.35,16.9
Xinjiang,2000,26.75,17.25
Xinjiang,2001,27.47,18.04
Xinjiang,2002,23.8,18.56
Xinjiang,2003,23.4,18.62
Xinjiang,2004,24.44,19.1
Xinjiang,2005,26.02,21.23
Xinjiang,2006,26.31,21.96
Xinjiang,2007,27.17,22.45
Xinjiang,2008,27.29,22.79
Xinjiang,2009,27.41053,23.13514922
Xinjiang,2010,27.53159233,23.48552565
